97.3488722283,28.2227731066
97.3611004192,27.940827173
96.8863822791,27.5998540331
97.1354092937,27.0872180069
96.7258912963,27.3656911503
96.1912272933,27.2698640362
95.1449822104,26.616173152
95.1649822696,26.0368000773
94.6285914268,25.4018730893
94.5784723396,25.2091640823
94.7351820782,25.0320092054
94.1477633822,23.8515271046
93.3375181599,24.0718362101
93.3878364012,23.2314540225
93.3054634152,23.0176361981
93.1395721398,23.0470821594
93.0927541813,22.714436105
93.197891243,22.2647181646
92.9244272925,22.0050000325
92.7063271538,22.1545090457
92.6008182709,21.9822181872
92.2780452603,23.7108271364
91.9586002006,23.7277731654
91.8181721413,23.0902731007
91.6115091095,22.9445822121
91.4260911848,23.2619450394
91.3442913533,23.0981911494
91.1619272913,23.6315271237
91.3819822574,24.1051361704
91.8825721476,24.1515541445
92.117200226,24.3900001798
92.2483823755,24.8945822028
92.4916273856,24.8775092718
92.4088723524,25.0255539665
92.0388822371,25.1874911628
90.412491268,25.148882105
89.850536291,25.288954101
89.7339363062,26.1563181379
89.6017181534,26.22747312
89.5482183093,26.0156272222
89.3199093478,26.0248270315
89.0707361528,26.385327156
88.9466911939,26.442682005
89.044009281,26.2746090879
88.8571453104,26.2401361641
88.4130722465,26.6261360498
88.3355912745,26.4829999653
88.5230631007,26.3673181341
88.1828911031,26.1505540707
88.1105363354,25.8355541019
89.0086632981,25.2902730773
88.9330452879,25.1644360675
88.4542272236,25.1884000964
88.3972183796,24.939718081
88.1411002749,24.9164180664
88.043872377,24.6852002492
88.1304002725,24.506527242
88.7420822313,24.2416731826
88.56596319,23.6466641703
88.7863361656,23.4928451825
88.7271362921,23.2470822487
88.9828000976,23.2061361486
88.8631093698,22.9682540478
89.0630001591,22.1154731814
89.0843632834,21.6252002406
88.7120091361,21.5622910396
88.6767821762,22.1971451051
88.5722182691,21.5600000978
88.5002633182,21.9480451679
88.4504002142,21.6113821702
88.3063364207,21.6105820338
88.2612092597,21.7969181121
88.257491215,21.5487452135
88.1992542545,22.151909147
87.9061003753,22.4204091667
88.1665182287,22.0897181074
87.7963722099,21.6988821988
86.9633181527,21.3819361197
86.8280451315,21.1525001275
87.0255542869,20.6748270312
86.4212272805,19.9849271634
86.1963632812,20.075000101
86.2720822095,19.9106911613
85.4513822394,19.6602730861
85.5750092766,19.835482188
85.4348822953,19.8870090997
85.1284912116,19.5486911791
85.382491377,19.6124999259
84.7265821384,19.1240000929
84.115882371,18.3020820646
82.362072224,17.0983271067
82.3017002252,16.5830539661
81.7272632532,16.3108270169
81.3210182214,16.3670821602
81.013336157,15.7834359913
80.8826181973,16.0119451126
80.8252722331,15.7519450133
80.6847092252,15.9000001016
80.2794361589,15.6991641689
80.0490821806,15.055554032
80.3138002857,13.4571180512
80.1524821767,13.7180540739
80.0494273474,13.6205540995
80.3487362258,13.3426361733
80.1602632651,12.4730541172
79.7643003139,11.6562450265
79.8581092334,10.2858271552
79.3243543316,10.2799269659
78.9433091565,9.5983270263
79.0091543706,9.3316641521
79.4462272041,9.1599270022
78.9679001517,9.2733271117
78.4099912871,9.0969452139
77.9969362942,8.338327151
77.5361002622,8.0719452382
77.2991453675,8.1330540064
76.5758181345,8.876945233
76.6637362524,9.0038180784
76.5341451558,8.9650001436
76.4424721129,9.1433271458
76.2455272273,9.9022181236
76.3529002454,9.5263910185
76.4988722631,9.5304180201
75.7177541545,11.3652731243
75.1938721288,12.010136188
74.8552543037,12.7550000508
74.4119272292,14.4833270327
74.0979723161,14.787464055
73.7886002923,15.3989911162
73.9495001443,15.3985450313
73.4474821455,16.0586091794
72.8538631881,18.6605541038
73.0541822926,19.0047180667
72.7732182152,18.9459359472
72.7790183245,19.3105541007
73.0426271685,19.2110449842
72.75374521,19.3727731358
72.6641542319,19.8708269974
72.9344181393,20.7747180273
72.5648452751,21.3750641326
73.1271273139,21.7578451998
72.5460272319,21.6638820533
72.7226272268,21.9901271835
72.5016542745,21.9749271049
72.5806822107,22.198327121
72.9147722993,22.2711091982
72.1551913233,22.2812450984
