2007-07-11,142.074074074,478,0.5
2007-07-12,140,478,0.8888888889
2007-07-13,170,430,1.6111111111
2007-07-14,150,367,2
2007-07-15,180,365.555642633,0.6
2007-07-16,148,365,1.5
2007-07-17,129.333333333,365.156769103,0.6
2007-07-18,120,365.584717608,0.8
2007-07-19,142,366.220307309,1
2007-07-20,170,367,0.9
2007-07-21,180,467,0.8
2007-07-22,144,450,1
2007-07-23,180,476,0.6
2007-07-24,100,430,1.5
2007-07-25,140,367,0.6
2007-07-26,140,475,1.2
2007-07-27,150,430,0.5
2007-07-28,156.511437908,457,1
2007-07-29,163.267973856,430,1
2007-07-30,169.632352941,435,1.5
2007-07-31,174.967320261,425,0.8
2007-08-01,178.635620915,356,1
2007-08-02,180,353.120396601,0.7
2007-08-03,176.875,352,1.2
2007-08-04,170,367,0.85
2007-08-05,163.125,434,0.5
2007-08-06,160,354,1.5
2007-08-07,175,435,1.5
2007-08-08,120,435,1.2
2007-08-09,116.414473684,356,1
2007-08-10,115,450,2.2
2007-08-11,127.5,345,1.5
2007-08-12,140,430,1.3
2007-08-13,140,345,1.9
2007-08-14,120,345,2.5
2007-08-15,122.5,345,2.05
2007-08-16,125,356,1.6
2007-08-17,123.5,456,2.5
2007-08-18,122,456,1.2
2007-08-19,150,354,1.8
2007-08-20,145,435,1.9
2007-08-21,145,436,2.4
2007-08-22,145,446.5,2
2007-08-23,145,456,1.4
2007-08-24,145,435,2.7
2007-08-25,145,435,1.9
2007-08-26,150,456,1.5
2007-08-27,170,456,1.9
2007-08-28,166.115627823,435,1.7681818182
2007-08-29,157.786811201,435,1.5
2007-08-30,150,456,1
2007-08-31,145,437,1.2
2007-09-01,140,430,0.8
2007-09-02,140,430,1.2
2007-09-03,140,456,0.9
2007-09-04,140,456,1.4
2007-09-05,150,435,1.3
2007-09-06,180,456,1
2007-09-07,172.222222222,451.23046875,1.5
2007-09-08,157.777777778,438.65625,0.9
2007-09-09,150,420.87890625,1.3
2007-09-10,180,400.5,1.2
2007-09-11,140,380.12109375,1.1
2007-09-12,100,362.34375,1.3
2007-09-13,116.538461538,349.76953125,1.2
2007-09-14,140,345,1.1
2007-09-15,150,435,1.15
2007-09-16,148.4375,345,1.2
2007-09-17,145,435,0.8
2007-09-18,141.5625,435,1.1
2007-09-19,140,321,1
2007-09-20,140,342,0.8193181818
2007-09-21,140,435,0.7
2007-09-22,145,352,1
2007-09-23,150,345,0.9
2007-09-24,180,342,0.8
2007-09-25,150,342,0.8
2007-09-26,180,351.7656,0.8
2007-09-27,170,375.0528,0.8
2007-09-28,164.882897811,402.8472,0.8
2007-09-29,159.893063669,426.1344,0.6
2007-09-30,155.024137617,435.9,0.6339285714
2007-10-01,150.2697597,324,0.7
2007-10-02,145.623569961,324,0.8
2007-10-03,141.079208446,435,1.3
2007-10-04,136.630315198,385,1.1
2007-10-05,132.270530261,335,0.9
2007-10-06,127.993493679,345,1.5
2007-10-07,123.792845497,324,1.2
2007-10-08,119.662225759,435,1.35
2007-10-09,115.595274509,345,1.5
2007-10-10,111.585631791,345,0.7
2007-10-11,107.626937649,345,0.7
2007-10-12,103.712832128,345,0.9
2007-10-13,99.8369552716,345,0.6
2007-10-14,95.9929471236,453,1.2
2007-10-15,92.1744477286,435,0.9
2007-10-16,88.3750971307,435,1.4
2007-10-17,84.588535374,345,0.5
2007-10-18,80.8084025027,435,0.55
2007-10-19,77.0283385609,435,0.6
2007-10-20,73.2419835929,453,0.6
2007-10-21,69.4429776427,456,0.6346475508
2007-10-22,65.6249607546,456,0.713739546
2007-10-23,61.7815729726,435,0.8
2007-10-24,57.906454341,456,0.9
2007-10-25,53.9932449039,453,0.7
2007-10-26,50.0355847055,456,1
2007-10-27,46.0271137899,456,1
2007-10-28,41.9614722013,456,1
2007-10-29,37.8322999839,435,1
2007-10-30,33.6332371817,435,1.2
