,0,1
2008-01-12,1.9,1504.58873239
2008-01-13,1.56296296296,1538.9
2008-01-14,0.937037037037,895.6
2008-01-15,0.6,621.6
2008-01-16,1.3,1001.9
2008-01-17,2.05021097046,1206.3
2008-01-18,2.77510548523,1429.6
2008-01-19,3.1,1595.93915877
2008-01-20,2.85,1683.7
2008-01-21,2.3,1137.2
2008-01-22,1.75,1412.0
2008-01-23,1.5,1164.5
2008-01-24,2.1032,1358.8
2008-01-25,3.5416,1545.5
2008-01-26,5.2584,1528.52224478
2008-01-27,6.6968,1482.3
2008-01-28,7.3,1298.20180991
2008-01-29,7.20740740741,1000.45182812
2008-01-30,6.95925925926,795.4
2008-01-31,6.6,746.8
2008-02-01,6.17407407407,969.8
2008-02-02,5.72592592593,1196.85936884
2008-02-03,5.3,1326.1
2008-02-04,4.94074074074,1195.2
2008-02-05,4.69259259259,1235.4
2008-02-06,4.6,1167.1
2008-02-07,4.60445968085,1335.0
2008-02-08,4.61762137799,1293.578125
2008-02-09,4.6391590733,1202.45
2008-02-10,4.6687467487,1111.321875
2008-02-11,4.70605838605,1069.9
2008-02-12,4.75076796726,1118.7
2008-02-13,4.80254947422,1253.1
2008-02-14,4.86107688881,1319.0
2008-02-15,4.92602419293,1472.82596842
2008-02-16,4.99706536847,1680.69636464
2008-02-17,5.07387439732,1867.66857855
2008-02-18,5.15612526137,1958.8
2008-02-19,5.24349194252,1971.63054434
2008-02-20,5.33564842265,1976.1
2008-02-21,5.43226868365,1977.61059018
2008-02-22,5.53302670742,1979.12494999
2008-02-23,5.63759647585,1980.64089686
2008-02-24,5.74565197083,1982.15624819
2008-02-25,5.85686717425,1983.6688214
2008-02-26,5.970916068,1985.17643392
2008-02-27,6.08747263397,1986.67690315
2008-02-28,6.20621085406,1988.16804652
2008-02-29,6.32680471015,1989.64768144
2008-03-01,6.44892818413,1991.11362533
2008-03-02,6.57225525791,1992.5636956
2008-03-03,6.69645991336,1993.99570968
2008-03-04,6.82121613238,1995.40748497
2008-03-05,6.94619789686,1996.7968389
2008-03-06,7.0710791887,1998.16158888
2008-03-07,7.19553398977,1999.49955234
2008-03-08,7.31923628199,2000.80854667
2008-03-09,7.44186004722,2002.08638932
2008-03-10,7.56307926738,2003.33089768
2008-03-11,7.68256792434,2004.53988918
